order_date,ship_date,ship_mode,customer_id,segment,city,state,region,product_id,category,subcategory,sales,quantity,discount,profit
2014-09-14,2014-09-19,Standard Class,JB-15400,Corporate,Chicago,Illinois,Central,OFF-LA-10003148,Office Supplies,Labels,20.16,4,0.2,6.552
2017-04-21,2017-04-25,Second Class,SJ-20500,Consumer,Houston,Texas,Central,OFF-AP-10002684,Office Supplies,Appliances,97.264,4,0.8,-243.16
2015-11-21,2015-11-23,Second Class,JE-15745,Consumer,Newark,Ohio,East,FUR-CH-10004698,Furniture,Chairs,396.802,7,0.3,-11.3372
2015-11-21,2015-11-23,Second Class,JE-15745,Consumer,Newark,Ohio,East,OFF-SU-10002189,Office Supplies,Supplies,15.88,5,0.2,-3.7715
2015-12-15,2015-12-19,Standard Class,JK-15640,Home Office,New York City,New York,East,OFF-AR-10001940,Office Supplies,Art,3.28,1,0.0,1.4104
2014-12-05,2014-12-09,Second Class,DK-13150,Corporate,Decatur,Illinois,Central,OFF-ST-10003455,Office Supplies,Storage,24.816,2,0.2,1.8612
2014-12-05,2014-12-09,Second Class,DK-13150,Corporate,Decatur,Illinois,Central,TEC-AC-10004659,Technology,Accessories,408.744,7,0.2,76.6395
2014-11-19,2014-11-24,Second Class,RM-19675,Home Office,Monroe,Louisiana,South,TEC-PH-10003273,Technology,Phones,503.96,4,0.0,131.0296
2014-11-19,2014-11-24,Second Class,RM-19675,Home Office,Monroe,Louisiana,South,TEC-PH-10004896,Technology,Phones,149.95,5,0.0,41.986
2014-11-19,2014-11-24,Second Class,RM-19675,Home Office,Monroe,Louisiana,South,TEC-AC-10002345,Technology,Accessories,29.0,2,0.0,7.25
2016-11-28,2016-12-02,Standard Class,SK-19990,Consumer,Fairfield,Connecticut,East,OFF-BI-10001890,Office Supplies,Binders,7.16,2,0.0,3.4368
2014-08-26,2014-08-30,Standard Class,FM-14290,Home Office,Los Angeles,California,West,TEC-AC-10002323,Technology,Accessories,176.8,8,0.0,22.984
2016-07-16,2016-07-22,Standard Class,AM-10360,Corporate,Grand Prairie,Texas,Central,OFF-ST-10001328,Office Supplies,Storage,37.224,3,0.2,3.7224
2016-07-16,2016-07-22,Standard Class,AM-10360,Corporate,Grand Prairie,Texas,Central,OFF-PA-10001950,Office Supplies,Paper,20.016,3,0.2,6.255
2015-10-12,2015-10-14,First Class,MP-17470,Home Office,New York City,New York,East,FUR-BO-10002613,Furniture,Bookcases,899.136,4,0.2,112.392
2015-10-12,2015-10-14,First Class,MP-17470,Home Office,New York City,New York,East,TEC-PH-10001552,Technology,Phones,71.76,6,0.0,20.0928
2015-10-12,2015-10-14,First Class,MP-17470,Home Office,New York City,New York,East,OFF-PA-10000061,Office Supplies,Paper,51.84,8,0.0,24.8832
2015-10-12,2015-10-14,First Class,MP-17470,Home Office,New York City,New York,East,FUR-BO-10002545,Furniture,Bookcases,626.352,3,0.2,46.9764
2015-10-12,2015-10-14,First Class,MP-17470,Home Office,New York City,New York,East,OFF-AR-10003514,Office Supplies,Art,19.9,5,0.0,6.567
2015-10-31,2015-11-06,Standard Class,MZ-17515,Corporate,Redlands,California,West,OFF-EN-10001509,Office Supplies,Envelopes,14.28,7,0.0,6.7116
2014-03-21,2014-03-25,Standard Class,CB-12025,Consumer,Hamilton,Ohio,East,OFF-AR-10004685,Office Supplies,Art,7.408,2,0.2,1.2038
2014-03-21,2014-03-25,Standard Class,CB-12025,Consumer,Hamilton,Ohio,East,OFF-AR-10004027,Office Supplies,Art,6.048,3,0.2,1.5876
2017-11-06,2017-11-13,Standard Class,VM-21685,Home Office,Westfield,New Jersey,East,OFF-ST-10001414,Office Supplies,Storage,46.26,3,0.0,12.0276
2017-07-06,2017-07-13,Standard Class,FH-14365,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10000343,Office Supplies,Binders,2.946,2,0.7,-2.2586
2017-07-06,2017-07-13,Standard Class,FH-14365,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10002749,Office Supplies,Paper,16.056,3,0.2,5.8203
2017-06-24,2017-06-29,Standard Class,MB-17305,Consumer,Akron,Ohio,East,OFF-PA-10002666,Office Supplies,Paper,21.744,3,0.2,6.795
2014-08-03,2014-08-05,First Class,BS-11755,Consumer,Denver,Colorado,West,FUR-TA-10004289,Furniture,Tables,218.75,2,0.5,-161.875
2014-08-03,2014-08-05,First Class,BS-11755,Consumer,Denver,Colorado,West,OFF-AP-10003622,Office Supplies,Appliances,2.6,1,0.2,0.2925
2017-12-17,2017-12-21,Second Class,LC-17140,Consumer,Dallas,Texas,Central,OFF-AP-10003217,Office Supplies,Appliances,66.284,2,0.8,-178.9668
2017-06-03,2017-06-07,Standard Class,HK-14890,Corporate,Franklin,Tennessee,South,FUR-FU-10002960,Furniture,Furnishings,35.168,7,0.2,9.6712
2017-12-09,2017-12-14,Standard Class,LE-16810,Consumer,Whittier,California,West,TEC-PH-10001918,Technology,Phones,444.768,4,0.2,44.4768
2017-12-01,2017-12-07,Standard Class,JH-15985,Consumer,Saginaw,Michigan,Central,OFF-ST-10000642,Office Supplies,Storage,83.92,4,0.0,5.8744
2017-12-01,2017-12-07,Standard Class,JH-15985,Consumer,Saginaw,Michigan,Central,TEC-PH-10001700,Technology,Phones,131.98,2,0.0,35.6346
2017-12-01,2017-12-07,Standard Class,JH-15985,Consumer,Saginaw,Michigan,Central,OFF-BI-10003274,Office Supplies,Binders,15.92,4,0.0,7.4824
2017-12-01,2017-12-07,Standard Class,JH-15985,Consumer,Saginaw,Michigan,Central,OFF-FA-10000134,Office Supplies,Fasteners,52.29,9,0.0,16.2099
2017-12-01,2017-12-07,Standard Class,JH-15985,Consumer,Saginaw,Michigan,Central,OFF-ST-10001522,Office Supplies,Storage,91.99,1,0.0,3.6796
2015-02-09,2015-02-13,Second Class,MS-17980,Corporate,Dallas,Texas,Central,TEC-AC-10001266,Technology,Accessories,20.8,2,0.2,6.5
2015-01-02,2015-01-09,Standard Class,VW-21775,Corporate,Medina,Ohio,East,OFF-LA-10004544,Office Supplies,Labels,23.68,2,0.2,8.88
2015-01-02,2015-01-09,Standard Class,VW-21775,Corporate,Medina,Ohio,East,FUR-BO-10004695,Furniture,Bookcases,452.45,5,0.5,-244.323
2015-01-02,2015-01-09,Standard Class,VW-21775,Corporate,Medina,Ohio,East,TEC-PH-10002844,Technology,Phones,62.982,3,0.4,-14.6958
2015-01-02,2015-01-09,Standard Class,VW-21775,Corporate,Medina,Ohio,East,TEC-MA-10000864,Technology,Machines,1188.0,9,0.7,-950.4
2015-01-02,2015-01-09,Standard Class,VW-21775,Corporate,Medina,Ohio,East,TEC-AC-10000109,Technology,Accessories,89.584,2,0.2,4.4792
2016-10-28,2016-11-01,Standard Class,JH-15910,Consumer,Los Angeles,California,West,OFF-ST-10001328,Office Supplies,Storage,93.06,6,0.0,26.0568
2016-10-28,2016-11-01,Standard Class,JH-15910,Consumer,Los Angeles,California,West,TEC-PH-10002563,Technology,Phones,302.376,3,0.2,22.6782
2015-12-24,2015-12-27,First Class,JB-15925,Consumer,Dublin,Ohio,East,OFF-FA-10000585,Office Supplies,Fasteners,5.584,2,0.2,1.8148
2015-12-24,2015-12-27,First Class,JB-15925,Consumer,Dublin,Ohio,East,OFF-PA-10004000,Office Supplies,Paper,22.704,6,0.2,8.2302
2015-12-24,2015-12-27,First Class,JB-15925,Consumer,Dublin,Ohio,East,OFF-BI-10002852,Office Supplies,Binders,19.776,4,0.7,-13.8432
2015-12-24,2015-12-27,First Class,JB-15925,Consumer,Dublin,Ohio,East,FUR-FU-10000087,Furniture,Furnishings,72.704,4,0.2,19.0848
2015-12-24,2015-12-27,First Class,JB-15925,Consumer,Dublin,Ohio,East,TEC-MA-10001148,Technology,Machines,479.988,4,0.7,-383.9904
2015-12-24,2015-12-27,First Class,JB-15925,Consumer,Dublin,Ohio,East,OFF-AR-10001958,Office Supplies,Art,27.168,2,0.2,2.7168
2015-08-09,2015-08-16,Standard Class,DS-13180,Corporate,Detroit,Michigan,Central,OFF-AR-10001026,Office Supplies,Art,2.2,1,0.0,0.968
2015-08-09,2015-08-16,Standard Class,DS-13180,Corporate,Detroit,Michigan,Central,FUR-TA-10003748,Furniture,Tables,622.45,5,0.0,136.939
2015-08-09,2015-08-16,Standard Class,DS-13180,Corporate,Detroit,Michigan,Central,OFF-ST-10002485,Office Supplies,Storage,21.98,1,0.0,0.2198
2015-02-28,2015-03-04,Standard Class,VD-21670,Consumer,Columbia,Tennessee,South,FUR-CH-10004860,Furniture,Chairs,161.568,2,0.2,-28.2744
2015-02-28,2015-03-04,Standard Class,VD-21670,Consumer,Columbia,Tennessee,South,FUR-CH-10004477,Furniture,Chairs,389.696,8,0.2,43.8408
2014-09-13,2014-09-17,Standard Class,EA-14035,Corporate,Charlotte,North Carolina,South,OFF-BI-10001679,Office Supplies,Binders,18.648,7,0.7,-12.432
2017-04-07,2017-04-12,Standard Class,CS-12400,Home Office,Tampa,Florida,South,FUR-TA-10001705,Furniture,Tables,233.86,2,0.45,-102.048
2017-04-07,2017-04-12,Standard Class,CS-12400,Home Office,Tampa,Florida,South,FUR-TA-10003473,Furniture,Tables,620.6145,3,0.45,-248.2458
2017-04-07,2017-04-12,Standard Class,CS-12400,Home Office,Tampa,Florida,South,OFF-BI-10001679,Office Supplies,Binders,5.328,2,0.7,-3.552
2017-04-07,2017-04-12,Standard Class,CS-12400,Home Office,Tampa,Florida,South,FUR-FU-10004017,Furniture,Furnishings,258.072,3,0.2,0.0
2017-04-07,2017-04-12,Standard Class,CS-12400,Home Office,Tampa,Florida,South,TEC-AC-10003832,Technology,Accessories,617.976,3,0.2,-7.7247
2017-11-12,2017-11-16,Standard Class,DB-13120,Corporate,Santa Clara,California,West,OFF-PA-10002479,Office Supplies,Paper,10.56,2,0.0,4.752
2016-06-04,2016-06-09,Second Class,KL-16645,Consumer,Chicago,Illinois,Central,OFF-PA-10003349,Office Supplies,Paper,25.92,5,0.2,9.396
2016-06-04,2016-06-09,Second Class,KL-16645,Consumer,Chicago,Illinois,Central,FUR-FU-10000576,Furniture,Furnishings,419.68,5,0.6,-356.728
2016-06-04,2016-06-09,Second Class,KL-16645,Consumer,Chicago,Illinois,Central,FUR-FU-10004351,Furniture,Furnishings,11.688,3,0.6,-4.6752
2016-06-04,2016-06-09,Second Class,KL-16645,Consumer,Chicago,Illinois,Central,TEC-PH-10000011,Technology,Phones,31.984,2,0.2,11.1944
2016-06-04,2016-06-09,Second Class,KL-16645,Consumer,Chicago,Illinois,Central,FUR-TA-10002607,Furniture,Tables,177.225,5,0.5,-120.513
2016-06-04,2016-06-09,Second Class,KL-16645,Consumer,Chicago,Illinois,Central,FUR-FU-10002505,Furniture,Furnishings,4.044,3,0.6,-2.8308
2016-06-04,2016-06-09,Second Class,KL-16645,Consumer,Chicago,Illinois,Central,OFF-AR-10004685,Office Supplies,Art,7.408,2,0.2,1.2038
2014-06-01,2014-06-06,Second Class,DW-13480,Home Office,Lakeville,Minnesota,Central,FUR-CH-10004063,Furniture,Chairs,2001.86,7,0.0,580.5394
2014-06-01,2014-06-06,Second Class,DW-13480,Home Office,Lakeville,Minnesota,Central,OFF-ST-10002276,Office Supplies,Storage,166.72,2,0.0,41.68
2014-06-01,2014-06-06,Second Class,DW-13480,Home Office,Lakeville,Minnesota,Central,OFF-PA-10004082,Office Supplies,Paper,47.88,6,0.0,23.94
2014-06-01,2014-06-06,Second Class,DW-13480,Home Office,Lakeville,Minnesota,Central,OFF-AP-10002945,Office Supplies,Appliances,1503.25,5,0.0,496.0725
2014-06-01,2014-06-06,Second Class,DW-13480,Home Office,Lakeville,Minnesota,Central,OFF-PA-10000061,Office Supplies,Paper,25.92,4,0.0,12.4416
2016-12-10,2016-12-15,Second Class,LH-17155,Consumer,San Francisco,California,West,FUR-CH-10002965,Furniture,Chairs,321.568,2,0.2,28.1372
2016-09-11,2016-09-17,Standard Class,KC-16540,Consumer,San Diego,California,West,OFF-PA-10004569,Office Supplies,Paper,7.61,1,0.0,3.5767
2016-09-11,2016-09-17,Standard Class,KC-16540,Consumer,San Diego,California,West,TEC-AC-10003832,Technology,Accessories,3347.37,13,0.0,636.0003
2016-12-10,2016-12-13,First Class,DL-13315,Consumer,New York City,New York,East,OFF-ST-10001228,Office Supplies,Storage,80.58,6,0.0,22.5624
2016-12-10,2016-12-13,First Class,DL-13315,Consumer,New York City,New York,East,OFF-EN-10003296,Office Supplies,Envelopes,361.92,4,0.0,162.864
2015-11-28,2015-12-04,Standard Class,DR-12880,Corporate,Chicago,Illinois,Central,FUR-FU-10002505,Furniture,Furnishings,12.132,9,0.6,-8.4924
2015-11-28,2015-12-04,Standard Class,DR-12880,Corporate,Chicago,Illinois,Central,OFF-ST-10004804,Office Supplies,Storage,82.368,2,0.2,-19.5624
2015-11-28,2015-12-04,Standard Class,DR-12880,Corporate,Chicago,Illinois,Central,OFF-ST-10001590,Office Supplies,Storage,53.92,5,0.2,4.044
2015-11-28,2015-12-04,Standard Class,DR-12880,Corporate,Chicago,Illinois,Central,TEC-PH-10001580,Technology,Phones,647.904,6,0.2,56.6916
2017-12-01,2017-12-03,Second Class,CC-12670,Consumer,New York City,New York,East,TEC-AC-10000290,Technology,Accessories,20.37,3,0.0,6.9258
2017-12-01,2017-12-03,Second Class,CC-12670,Consumer,New York City,New York,East,OFF-ST-10002790,Office Supplies,Storage,221.55,3,0.0,6.6465
2017-12-01,2017-12-03,Second Class,CC-12670,Consumer,New York City,New York,East,OFF-BI-10003460,Office Supplies,Binders,17.52,5,0.2,6.132
2017-06-08,2017-06-12,Standard Class,Dl-13600,Corporate,Pasadena,Texas,Central,OFF-AP-10002203,Office Supplies,Appliances,1.624,2,0.8,-4.466
2014-09-19,2014-09-21,Second Class,SB-20290,Corporate,Houston,Texas,Central,TEC-MA-10000822,Technology,Machines,3059.982,3,0.4,-509.997
2014-09-19,2014-09-21,Second Class,SB-20290,Corporate,Houston,Texas,Central,TEC-MA-10003353,Technology,Machines,2519.958,7,0.4,-251.9958
2016-06-06,2016-06-13,Standard Class,RC-19825,Consumer,Chicago,Illinois,Central,TEC-PH-10001433,Technology,Phones,328.224,4,0.2,28.7196
2015-11-10,2015-11-15,Standard Class,AH-10210,Consumer,Brentwood,California,West,TEC-AC-10004469,Technology,Accessories,79.9,2,0.0,35.156
2017-06-16,2017-06-20,Standard Class,CB-12535,Corporate,Chapel Hill,North Carolina,South,OFF-AR-10003602,Office Supplies,Art,14.016,3,0.2,4.7304
2016-01-22,2016-01-28,Standard Class,PG-18895,Consumer,Morristown,New Jersey,East,OFF-FA-10003472,Office Supplies,Fasteners,7.56,6,0.0,0.3024
2017-12-09,2017-12-13,Standard Class,CA-12310,Corporate,Cincinnati,Ohio,East,OFF-ST-10004180,Office Supplies,Storage,37.208,1,0.2,-7.4416
2017-12-09,2017-12-13,Standard Class,CA-12310,Corporate,Cincinnati,Ohio,East,OFF-EN-10004386,Office Supplies,Envelopes,57.576,3,0.2,21.591
2017-12-28,2018-01-02,Second Class,KH-16690,Corporate,San Francisco,California,West,OFF-ST-10003208,Office Supplies,Storage,725.84,4,0.0,210.4936
2015-07-30,2015-07-31,First Class,HA-14920,Consumer,San Francisco,California,West,TEC-AC-10003628,Technology,Accessories,209.93,7,0.0,92.3692
2015-07-30,2015-07-31,First Class,HA-14920,Consumer,San Francisco,California,West,FUR-FU-10003274,Furniture,Furnishings,5.28,3,0.0,2.3232
2015-07-30,2015-07-31,First Class,HA-14920,Consumer,San Francisco,California,West,OFF-BI-10002557,Office Supplies,Binders,10.92,3,0.2,4.095
2017-09-16,2017-09-17,First Class,BB-10990,Corporate,Inglewood,California,West,OFF-PA-10002615,Office Supplies,Paper,8.82,2,0.0,4.0572
2017-09-16,2017-09-17,First Class,BB-10990,Corporate,Inglewood,California,West,OFF-AR-10001427,Office Supplies,Art,5.98,1,0.0,1.5548
2017-10-13,2017-10-17,Standard Class,AG-10495,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10000673,Office Supplies,Paper,11.648,2,0.2,4.0768
2017-10-13,2017-10-17,Standard Class,AG-10495,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10004470,Office Supplies,Paper,18.176,4,0.2,5.9072
2017-10-13,2017-10-17,Standard Class,AG-10495,Corporate,Philadelphia,Pennsylvania,East,OFF-ST-10000876,Office Supplies,Storage,59.712,6,0.2,5.9712
2017-10-13,2017-10-17,Standard Class,AG-10495,Corporate,Philadelphia,Pennsylvania,East,OFF-LA-10002043,Office Supplies,Labels,24.84,3,0.2,8.694
2015-09-26,2015-09-28,Second Class,SC-20725,Consumer,Houston,Texas,Central,OFF-BI-10004967,Office Supplies,Binders,2.08,5,0.8,-3.432
2015-09-26,2015-09-28,Second Class,SC-20725,Consumer,Houston,Texas,Central,TEC-PH-10001760,Technology,Phones,1114.4,7,0.2,376.11
2015-11-02,2015-11-06,Standard Class,JO-15280,Consumer,Los Angeles,California,West,FUR-TA-10002903,Furniture,Tables,1038.84,5,0.2,51.942
2015-09-26,2015-10-02,Standard Class,TB-21520,Consumer,Portland,Oregon,West,OFF-PA-10000474,Office Supplies,Paper,141.76,5,0.2,47.844
2015-09-26,2015-10-02,Standard Class,TB-21520,Consumer,Portland,Oregon,West,TEC-AC-10001956,Technology,Accessories,239.8,5,0.2,47.96
2015-09-26,2015-10-02,Standard Class,TB-21520,Consumer,Portland,Oregon,West,OFF-PA-10004100,Office Supplies,Paper,31.104,6,0.2,10.8864
2016-12-18,2016-12-20,Second Class,AH-10195,Corporate,Tamarac,Florida,South,OFF-BI-10000778,Office Supplies,Binders,254.058,7,0.7,-169.372
2016-12-18,2016-12-20,Second Class,AH-10195,Corporate,Tamarac,Florida,South,OFF-AP-10002684,Office Supplies,Appliances,194.528,2,0.2,24.316
2016-12-18,2016-12-20,Second Class,AH-10195,Corporate,Tamarac,Florida,South,OFF-SU-10000646,Office Supplies,Supplies,961.48,5,0.2,-204.3145
2016-11-20,2016-11-24,Second Class,NZ-18565,Home Office,Columbus,Ohio,East,OFF-FA-10002983,Office Supplies,Fasteners,19.096,7,0.2,6.6836
2016-11-20,2016-11-24,Second Class,NZ-18565,Home Office,Columbus,Ohio,East,OFF-LA-10004689,Office Supplies,Labels,18.496,8,0.2,6.2424
2016-11-20,2016-11-24,Second Class,NZ-18565,Home Office,Columbus,Ohio,East,TEC-AC-10002001,Technology,Accessories,255.984,2,0.2,54.3966
2016-11-20,2016-11-24,Second Class,NZ-18565,Home Office,Columbus,Ohio,East,FUR-BO-10004709,Furniture,Bookcases,86.97,3,0.5,-48.7032
2014-12-26,2014-12-28,First Class,KL-16555,Corporate,Colorado Springs,Colorado,West,FUR-FU-10004091,Furniture,Furnishings,300.416,8,0.2,78.8592
2014-12-26,2014-12-28,First Class,KL-16555,Corporate,Colorado Springs,Colorado,West,FUR-CH-10001891,Furniture,Chairs,230.352,3,0.2,20.1558
2014-12-26,2014-12-28,First Class,KL-16555,Corporate,Colorado Springs,Colorado,West,FUR-FU-10002918,Furniture,Furnishings,218.352,3,0.2,-24.5646
2014-12-26,2014-12-28,First Class,KL-16555,Corporate,Colorado Springs,Colorado,West,OFF-BI-10004593,Office Supplies,Binders,78.6,5,0.7,-62.88
2014-12-26,2014-12-28,First Class,KL-16555,Corporate,Colorado Springs,Colorado,West,OFF-FA-10004854,Office Supplies,Fasteners,27.552,3,0.2,9.2988
2016-10-28,2016-11-03,Standard Class,JD-15895,Corporate,Belleville,New Jersey,East,OFF-PA-10002105,Office Supplies,Paper,32.4,5,0.0,15.552
2016-10-28,2016-11-03,Standard Class,JD-15895,Corporate,Belleville,New Jersey,East,OFF-ST-10002756,Office Supplies,Storage,1082.48,8,0.0,10.8248
2016-10-28,2016-11-03,Standard Class,JD-15895,Corporate,Belleville,New Jersey,East,OFF-PA-10004243,Office Supplies,Paper,56.91,3,0.0,27.3168
2016-10-28,2016-11-03,Standard Class,JD-15895,Corporate,Belleville,New Jersey,East,FUR-FU-10001861,Furniture,Furnishings,77.6,4,0.0,38.024
2016-10-28,2016-11-03,Standard Class,JD-15895,Corporate,Belleville,New Jersey,East,OFF-BI-10002706,Office Supplies,Binders,14.28,1,0.0,6.5688
2017-11-19,2017-11-23,Standard Class,JH-15910,Consumer,Chicago,Illinois,Central,FUR-TA-10002533,Furniture,Tables,219.075,3,0.5,-131.445
2015-05-04,2015-05-09,Second Class,AS-10225,Corporate,New York City,New York,East,FUR-FU-10002671,Furniture,Furnishings,26.8,2,0.0,12.864
2014-12-30,2015-01-04,Standard Class,KB-16600,Corporate,Taylor,Michigan,Central,OFF-AR-10003651,Office Supplies,Art,9.84,3,0.0,2.8536
2014-06-01,2014-06-06,Standard Class,CR-12625,Home Office,Lakewood,New Jersey,East,OFF-BI-10001072,Office Supplies,Binders,45.48,3,0.0,20.9208
2014-06-01,2014-06-06,Standard Class,CR-12625,Home Office,Lakewood,New Jersey,East,OFF-AR-10002135,Office Supplies,Art,289.2,6,0.0,83.868
2017-04-15,2017-04-17,First Class,SH-20395,Consumer,Arlington,Virginia,South,OFF-AR-10002804,Office Supplies,Art,4.89,1,0.0,2.0049
2016-09-12,2016-09-14,Second Class,BP-11185,Corporate,Arvada,Colorado,West,FUR-FU-10001918,Furniture,Furnishings,15.136,4,0.2,3.5948
2016-09-12,2016-09-14,Second Class,BP-11185,Corporate,Arvada,Colorado,West,FUR-CH-10004086,Furniture,Chairs,466.768,2,0.2,52.5114
2016-09-12,2016-09-14,Second Class,BP-11185,Corporate,Arvada,Colorado,West,FUR-FU-10001756,Furniture,Furnishings,15.232,1,0.2,1.7136
2016-09-12,2016-09-14,Second Class,BP-11185,Corporate,Arvada,Colorado,West,OFF-LA-10000634,Office Supplies,Labels,6.264,3,0.2,2.0358
2014-09-27,2014-10-03,Standard Class,TS-21205,Corporate,Hackensack,New Jersey,East,FUR-FU-10001588,Furniture,Furnishings,87.54,3,0.0,37.6422
2014-08-09,2014-08-16,Standard Class,AG-10525,Corporate,Saint Petersburg,Florida,South,TEC-PH-10002398,Technology,Phones,178.384,2,0.2,22.298
2014-08-09,2014-08-16,Standard Class,AG-10525,Corporate,Saint Petersburg,Florida,South,OFF-PA-10001937,Office Supplies,Paper,15.552,3,0.2,5.4432
2014-12-28,2014-12-30,First Class,SP-20860,Corporate,Philadelphia,Pennsylvania,East,OFF-AR-10003373,Office Supplies,Art,99.136,4,0.2,8.6744
2014-11-04,2014-11-09,Standard Class,NM-18445,Home Office,New York City,New York,East,FUR-CH-10002602,Furniture,Chairs,135.882,1,0.1,24.1568
2014-11-04,2014-11-09,Standard Class,NM-18445,Home Office,New York City,New York,East,TEC-MA-10002927,Technology,Machines,3991.98,2,0.0,1995.99
2014-11-04,2014-11-09,Standard Class,NM-18445,Home Office,New York City,New York,East,TEC-PH-10004093,Technology,Phones,275.94,6,0.0,80.0226
2014-11-04,2014-11-09,Standard Class,NM-18445,Home Office,New York City,New York,East,TEC-AC-10000892,Technology,Accessories,360.0,4,0.0,129.6
2014-11-04,2014-11-09,Standard Class,NM-18445,Home Office,New York City,New York,East,OFF-ST-10002974,Office Supplies,Storage,43.57,1,0.0,13.071
2014-09-19,2014-09-24,Standard Class,FA-14230,Corporate,Long Beach,California,West,OFF-FA-10000624,Office Supplies,Fasteners,7.16,2,0.0,3.58
